Segment group,Treatment,Index,Set,Timepoint ,Plate,Well,Worm ID,Err,Date,Snap,DPA,Segments,Originally cut,Original segments,Starting segments,Segments added,Stage of blastema,Date of death,Days surviving,Death,Stage of death,Sex,Notes,Folder,Stage of blastema letter
s60,CTRL,c,S1,T4,P1,4,s60_CTRL_c_S1_T4_P1_4,,11 January 2023,490,28,62,14 Dec 2022,60,60,2,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,4,s60_CTRL_c_S1_T4_P1_4,,18 January 2023,463,35,63,14 Dec 2022,60,60,3,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,4,s60_CTRL_c_S1_T4_P1_4,,24 January 2023,352,41,63,14 Dec 2022,60,60,3,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,4,s60_CTRL_c_S1_T4_P1_4,,1 February 2023,422,49,63,14 Dec 2022,60,60,3,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,4,s60_CTRL_c_S1_T4_P1_4,,9 February 2023,556,57,63,14 Dec 2022,60,60,3,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,14 December 2022,NA,0,60,14 December 2022,60,60,0,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,21 December 2022,440,7,60,14 December 2022,60,60,0,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,11 January 2023,491,28,60,14 Dec 2022,60,60,0,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,18 January 2023,464,35,60,14 Dec 2022,60,60,0,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,24 January 2023,353,41,61,14 Dec 2022,60,60,1,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,1 February 2023,423,49,61,14 Dec 2022,60,60,1,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,9 February 2023,557,57,61,14 Dec 2022,60,60,1,control,,,n,,,,,
s60,CTRL,c,S1,T4,P1,5,s60_CTRL_c_S1_T4_P1_5,,15 February 2023,589,63,62,14 December 2022,60,60,2,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,1,s60_CTRL_c_S2_T1_P1_1,,10 February,NA,0,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,1,s60_CTRL_c_S2_T1_P1_1,,13 February,NA,3,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,2,s60_CTRL_c_S2_T1_P1_2,,10 February,NA,0,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,2,s60_CTRL_c_S2_T1_P1_2,,13 February,NA,3,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,3,s60_CTRL_c_S2_T1_P1_3,,10 February,NA,0,69,10 February 2023,69,69,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,3,s60_CTRL_c_S2_T1_P1_3,,13 February,NA,3,69,10 February 2023,69,69,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,4,s60_CTRL_c_S2_T1_P1_4,,10 February,NA,0,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T1,P1,4,s60_CTRL_c_S2_T1_P1_4,,13 February,NA,3,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,1,s60_CTRL_c_S2_T2_P1_1,,10 February,NA,0,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,1,s60_CTRL_c_S2_T2_P1_1,,17 February,592,7,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,2,s60_CTRL_c_S2_T2_P1_2,,10 February,NA,0,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,2,s60_CTRL_c_S2_T2_P1_2,,17 February,593,7,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,3,s60_CTRL_c_S2_T2_P1_3,,10 February,NA,0,61,10 February 2023,61,61,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,3,s60_CTRL_c_S2_T2_P1_3,,17 February,594,7,63,10 February 2023,61,61,2,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,4,s60_CTRL_c_S2_T2_P1_4,,10 February,NA,0,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,4,s60_CTRL_c_S2_T2_P1_4,,17 February,595,7,67,10 February 2023,65,65,2,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,5,s60_CTRL_c_S2_T2_P1_5,,10 February,NA,0,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T2,P1,5,s60_CTRL_c_S2_T2_P1_5,,17 February,596,7,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,1,s60_CTRL_c_S2_T3_P1_1,,11 March 2023,915,29,61,10 Feb 2023,64,64,-3,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,1,s60_CTRL_c_S2_T3_P1_1,,10 February 2023,NA,0,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,1,s60_CTRL_c_S2_T3_P1_1,,24 February 2023,644,14,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,1,s60_CTRL_c_S2_T3_P1_1,,3 March 2023,722,21,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,2,s60_CTRL_c_S2_T3_P1_2,,10 February 2023,NA,0,66,10 February 2023,66,66,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,2,s60_CTRL_c_S2_T3_P1_2,,24 February 2023,645,14,66,10 February 2023,66,66,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,2,s60_CTRL_c_S2_T3_P1_2,,3 March 2023,723,21,67,10 February 2023,66,66,1,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,2,s60_CTRL_c_S2_T3_P1_2,,11 March 2023,916,29,67,10 Feb 2023,66,66,1,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,3,s60_CTRL_c_S2_T3_P1_3,,10 February 2023,NA,0,60,10 February 2023,60,60,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,3,s60_CTRL_c_S2_T3_P1_3,,24 February 2023,646,14,61,10 February 2023,60,60,1,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,3,s60_CTRL_c_S2_T3_P1_3,,3 March 2023,724,21,62,10 February 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,3,s60_CTRL_c_S2_T3_P1_3,,11 March 2023,917,29,67,10 Feb 2023,60,60,7,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,4,s60_CTRL_c_S2_T3_P1_4,,10 February 2023,NA,0,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,4,s60_CTRL_c_S2_T3_P1_4,,24 February 2023,647,14,64,10 February 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,4,s60_CTRL_c_S2_T3_P1_4,,11 March 2023,918,29,64,10 Feb 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,4,s60_CTRL_c_S2_T3_P1_4,,3 March 2023,725,21,66,10 February 2023,64,64,2,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,5,s60_CTRL_c_S2_T3_P1_5,,10 February 2023,NA,0,61,10 February 2023,61,61,0,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,5,s60_CTRL_c_S2_T3_P1_5,,24 February 2023,648,14,62,10 February 2023,61,61,1,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,5,s60_CTRL_c_S2_T3_P1_5,,11 March 2023,919,29,63,10 Feb 2023,61,61,2,control,,,n,,,,,
s60,CTRL,c,S2,T3,P1,5,s60_CTRL_c_S2_T3_P1_5,,3 March 2023,726,21,64,10 February 2023,61,61,3,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,10 February 2023,NA,0,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,24 February 2023,649,14,64,10 February 2023,63,63,1,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,13 March 2023,945,31,64,10 Feb 2023,63,63,1,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,3 March 2023,727,21,65,10 February 2023,63,63,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,20 March 2023,1018,38,65,10 Feb 2023,63,63,2,control,,,n,,NA,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,14 April 2023,1243,63,65,10 Feb 2023,63,63,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,28 March 2023,1140,46,66,10 Feb 2023,63,63,3,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,1,s60_CTRL_c_S2_T4_P1_1,,6 April 2023,1189,55,66,10 Feb 2023,63,63,3,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,10 February 2023,NA,0,68,10 February 2023,68,68,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,13 March 2023,946,31,68,10 Feb 2023,68,68,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,3 March 2023,728,21,69,10 February 2023,68,68,1,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,24 February 2023,650,14,70,10 February 2023,68,68,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,20 March 2023,1019,38,70,10 Feb 2023,68,68,2,control,,,n,,NA,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,28 March 2023,1141,46,70,10 Feb 2023,68,68,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,6 April 2023,1190,55,70,10 Feb 2023,68,68,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,2,s60_CTRL_c_S2_T4_P1_2,,14 April 2023,1244,63,70,10 Feb 2023,68,68,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,10 February 2023,NA,0,62,10 February 2023,62,62,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,3 March 2023,729,21,65,10 February 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,24 February 2023,651,14,63,10 February 2023,62,62,1,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,13 March 2023,947,31,64,10 Feb 2023,62,62,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,20 March 2023,1020,38,64,10 Feb 2023,62,62,2,control,,,n,,Female,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,28 March 2023,1142,46,64,10 Feb 2023,62,62,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,6 April 2023,1191,55,65,10 Feb 2023,62,62,3,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,3,s60_CTRL_c_S2_T4_P1_3,,14 April 2023,1245,63,65,10 Feb 2023,62,62,3,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,10 February 2023,NA,0,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,24 February 2023,653,14,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,3 March 2023,731,21,63,10 February 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,14 April 2023,1247,63,63,10 Feb 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,13 March 2023,949,31,65,10 Feb 2023,63,63,2,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,20 March 2023,1022,38,65,10 Feb 2023,63,63,2,control,,,n,,NA,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,6 April 2023,1193,55,66,10 Feb 2023,63,63,3,control,,,n,,,,,
s60,CTRL,c,S2,T4,P1,5,s60_CTRL_c_S2_T4_P1_5,,28 March 2023,1144,46,NA,10 Feb 2023,63,63,,control,,,n,,,Snap accidentally deleted and unrecoverable,,
s60,CTRL,c,S3,T1,P1,1,s60_CTRL_c_S3_T1_P1_1,,7 March 2023,NA,0,67,7 March 2023,67,67,0,control,,,n,,female,,,
s60,CTRL,c,S3,T1,P1,1,s60_CTRL_c_S3_T1_P1_1,,10 March 2023,885,3,67,7 March 2023,67,67,0,control,,,n,,female,,,
s60,CTRL,c,S3,T1,P1,2,s60_CTRL_c_S3_T1_P1_2,,7 March 2023,NA,0,61,7 March 2023,61,61,0,control,,,n,,male,,,
s60,CTRL,c,S3,T1,P1,2,s60_CTRL_c_S3_T1_P1_2,,10 March 2023,886,3,62,7 March 2023,61,61,1,control,,,n,,male,,,
s60,CTRL,c,S3,T1,P1,3,s60_CTRL_c_S3_T1_P1_3,,7 March 2023,NA,0,65,7 March 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S3,T1,P1,3,s60_CTRL_c_S3_T1_P1_3,,10 March 2023,887,3,67,7 March 2023,65,65,2,control,,,n,,,,,
s60,CTRL,c,S3,T1,P1,4,s60_CTRL_c_S3_T1_P1_4,,7 March 2023,NA,0,63,7 March 2023,63,63,0,control,,,n,,,,,
s60,CTRL,c,S3,T1,P1,4,s60_CTRL_c_S3_T1_P1_4,,10 March 2023,888,3,66,7 March 2023,63,63,3,control,,,n,,,,,
s60,CTRL,c,S3,T1,P1,5,s60_CTRL_c_S3_T1_P1_5,,10 March 2023,889,3,64,7 March 2023,61,61,3,control,,,n,,,,,
s60,CTRL,c,S3,T2,P1,1,s60_CTRL_c_S3_T2_P1_1,,14 March 2023,955,7,72,7 March 2023,69,69,3,control,,,n,,male,,,
s60,CTRL,c,S3,T2,P1,2,s60_CTRL_c_S3_T2_P1_2,,14 March 2023,956,7,70,7 March 2023,79,79,-9,control,,,n,,male,,,
s60,CTRL,c,S3,T2,P1,3,s60_CTRL_c_S3_T2_P1_3,,14 March 2023,957,7,70,7 March 2023,79,79,-9,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,4,s60_CTRL_c_S3_T2_P1_4,,14 March 2023,958,7,54,7 March 2023,60,60,-6,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T2,P1,5,s60_CTRL_c_S3_T2_P1_5,,14 March 2023,959,7,61,7 March 2023,60,60,1,control,,,n,,female,,,
s60,CTRL,c,S3,T3,P1,1,s60_CTRL_c_S3_T3_P1_1,,7 March 2023,NA,0,64,7 March 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,1,s60_CTRL_c_S3_T3_P1_1,,14 March 2023,1010,7,64,7 March 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,1,s60_CTRL_c_S3_T3_P1_1,,4 April 2023,1154,28,65,7 March 2023,64,64,1,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,1,s60_CTRL_c_S3_T3_P1_1,,21 March 2023,1041,14,66,7 March 2023,64,64,2,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,1,s60_CTRL_c_S3_T3_P1_1,,28 March 2023,1126,21,69,7 March 2023,64,64,5,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,2,s60_CTRL_c_S3_T3_P1_2,,7 March 2023,NA,0,65,7 March 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,2,s60_CTRL_c_S3_T3_P1_2,,21 March 2023,1042,14,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,2,s60_CTRL_c_S3_T3_P1_2,,14 March 2023,1009,7,68,7 March 2023,65,65,3,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,2,s60_CTRL_c_S3_T3_P1_2,,28 March 2023,1127,21,63,7 March 2023,60,60,3,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,2,s60_CTRL_c_S3_T3_P1_2,,4 April 2023,1155,28,67,7 March 2023,60,60,7,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,3,s60_CTRL_c_S3_T3_P1_3,,7 March 2023,NA,0,61,7 March 2023,61,61,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,3,s60_CTRL_c_S3_T3_P1_3,,14 March 2023,1008,7,62,7 March 2023,61,61,1,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,3,s60_CTRL_c_S3_T3_P1_3,,21 March 2023,1043,14,65,7 March 2023,61,61,4,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,3,s60_CTRL_c_S3_T3_P1_3,,28 March 2023,1128,21,68,7 March 2023,61,61,7,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,3,s60_CTRL_c_S3_T3_P1_3,,4 April 2023,1156,28,68,7 March 2023,61,61,7,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,4,s60_CTRL_c_S3_T3_P1_4,,7 March 2023,NA,0,60,7 March 2023,60,60,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,4,s60_CTRL_c_S3_T3_P1_4,,21 March 2023,1044,14,64,7 March 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,4,s60_CTRL_c_S3_T3_P1_4,,28 March 2023,1129,21,66,7 March 2023,64,64,2,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,4,s60_CTRL_c_S3_T3_P1_4,,14 March 2023,1007,7,64,7 March 2023,60,60,4,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,4,s60_CTRL_c_S3_T3_P1_4,,4 April 2023,1157,28,70,7 March 2023,64,64,6,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,5,s60_CTRL_c_S3_T3_P1_5,,7 March 2023,NA,0,60,7 March 2023,60,60,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,5,s60_CTRL_c_S3_T3_P1_5,,14 March 2023,1006,7,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,5,s60_CTRL_c_S3_T3_P1_5,,4 April 2023,1158,28,67,7 March 2023,65,65,2,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,5,s60_CTRL_c_S3_T3_P1_5,,28 March 2023,1130,21,68,7 March 2023,65,65,3,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,5,s60_CTRL_c_S3_T3_P1_5,,21 March 2023,1045,14,69,7 March 2023,65,65,4,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,6,s60_CTRL_c_S3_T3_P1_6,,21 March 2023,1046,14,64,7 March 2023,64,64,0,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,6,s60_CTRL_c_S3_T3_P1_6,,28 March 2023,1131,21,66,7 March 2023,64,64,2,control,,,n,,,,,
s60,CTRL,c,S3,T3,P1,6,s60_CTRL_c_S3_T3_P1_6,,7 March 2023,NA,0,64,7 March 2023,60,60,4,control,,,n,,Male,,,
s60,CTRL,c,S3,T3,P1,6,s60_CTRL_c_S3_T3_P1_6,,14 March 2023,1005,7,64,7 March 2023,60,60,4,control,,,n,,Male,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,7 March 2023,NA,0,66,7 March 2023,66,66,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,14 March 2023,1011,7,66,7 March 2023,66,66,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,21 March 2023,1047,14,68,7 March 2023,67,67,1,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,28 March 2023,1120,21,69,7 March 2023,67,67,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,6 April 2023,1183,30,69,7 March 2023,67,67,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,11 April 2023,1221,35,69,7 March 2023,67,67,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,21 April 2023,1255,45,69,7 March 2023,67,67,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,25 April 2023,1285,49,70,7 March 2023,67,67,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,2 May 2023,1304,56,70,7 March 2023,67,67,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,1,s60_CTRL_c_S3_T4_P1_1,,10 May 2023,1337,64,70,7 March 2023,67,67,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,7 March 2023,NA,0,65,7 March 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,21 April 2023,1256,45,65,7 March 2023,65,65,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,14 March 2023,1012,7,66,7 March 2023,65,65,1,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,21 March 2023,1048,14,66,7 March 2023,65,65,1,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,28 March 2023,1121,21,66,7 March 2023,65,65,1,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,6 April 2023,1184,30,67,7 March 2023,65,65,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,25 April 2023,1286,49,67,7 March 2023,65,65,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,2 May 2023,1305,56,67,7 March 2023,65,65,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,10 May 2023,1338,64,68,7 March 2023,65,65,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,2,s60_CTRL_c_S3_T4_P1_2,,11 April 2023,NA,35,NA,7 March 2023,65,65,,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,7 March 2023,NA,0,65,7 March 2023,65,65,0,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,14 March 2023,1013,7,66,7 March 2023,65,65,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,21 March 2023,1049,14,66,7 March 2023,65,65,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,28 March 2023,1122,21,66,7 March 2023,65,65,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,6 April 2023,1185,30,68,7 March 2023,65,65,3,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,3,s60_CTRL_c_S3_T4_P1_3,,11 April 2023,1222,35,68,7 March 2023,65,65,3,control,11 April,35,y,,,DRIED OUT,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,7 March 2023,NA,0,60,7 March 2023,60,60,0,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,14 March 2023,1014,7,61,7 March 2023,60,60,1,control,11 April,35,y,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,21 March 2023,1050,14,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,28 March 2023,1123,21,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,11 April 2023,1223,35,62,7 March 2023,60,60,2,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,6 April 2023,1186,30,63,7 March 2023,60,60,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,21 April 2023,1257,45,63,7 March 2023,60,60,3,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,25 April 2023,1287,49,65,7 March 2023,60,60,5,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,2 May 2023,1306,56,65,7 March 2023,60,60,5,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,10 May 2023,1339,64,67,7 March 2023,60,60,7,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,7 March 2023,NA,0,60,7 March 2023,60,60,0,control,21 April 2023,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,14 March 2023,1015,7,60,7 March 2023,60,60,0,control,21 April 2023,45,y,,,,,
