Segment group,Treatment,Index,Set,Timepoint,Plate,Well,Worm ID,Err,Date,Snap,DPA,Segments,Originally cut,Original segments,Starting segments,Segments added,Rate,Stage of blastema,Date of death,Days surviving,Death,Stage of death,Sex,Notes,Folder,Stage of blastema letter
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,13-Dec-22,NA,0,8,13-Dec-22,42,8,0,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,20-Dec-22,NA,7,8,13-Dec-22,42,8,0,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,10-Jan-23,474,28,21,13-Dec-22,42,8,13,0.619047619,,,,n,,,,,
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,24-Jan-23,362,42,35,13-Dec-22,42,8,27,1,beyond st 5,,,,,,,,g
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,31-Jan-23,407,49,38,13-Dec-22,42,8,30,0.428571429,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,9-Feb-23,549,58,39,13-Dec-22,42,8,31,0.111111111,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,1,s40_AMP_b_S1_T4_P1_1,,14-Feb-23,573,63,42,13-Dec-22,42,8,34,0.6,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,13-Dec-22,NA,0,8,13-Dec-22,45,8,0,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,20-Dec-22,NA,7,11,13-Dec-22,45,8,3,0.428571429,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,10-Jan-23,475,28,40,13-Dec-22,45,8,32,1.380952381,,,,n,,,,,
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,24-Jan-23,363,42,46,13-Dec-22,45,8,38,0.428571429,beyond st 5,,,,,,,,g
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,31-Jan-23,408,49,51,13-Dec-22,45,8,43,0.714285714,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,9-Feb-23,550,58,51,13-Dec-22,45,8,43,0,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,2,s40_AMP_b_S1_T4_P1_2,,14-Feb-23,574,63,53,13-Dec-22,45,8,45,0.4,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,13-Dec-22,NA,0,8,13-Dec-22,47,8,0,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,20-Dec-22,453,7,9,13-Dec-22,47,8,1,0.142857143,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,10-Jan-23,476,28,33,13-Dec-22,47,8,25,1.142857143,,,,n,,,,,
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,24-Jan-23,364,42,42,13-Dec-22,47,8,34,0.642857143,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,31-Jan-23,409,49,48,13-Dec-22,47,8,40,0.857142857,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,9-Feb-23,552,58,51,13-Dec-22,47,8,43,0.333333333,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,3,s40_AMP_b_S1_T4_P1_3,,14-Feb-23,575,63,51,13-Dec-22,47,8,43,0,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,13-Dec-22,NA,0,8,13-Dec-22,49,8,0,0,,,,n,,,,,
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,20-Dec-22,454,7,12,13-Dec-22,49,8,4,0.571428571,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,10-Jan-23,478,28,39,13-Dec-22,49,8,31,1.285714286,,,,n,,,,,
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,24-Jan-23,368,42,44,13-Dec-22,49,8,36,0.357142857,beyond st 5,,,,,,,,g
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,31-Jan-23,411,49,49,13-Dec-22,49,8,41,0.714285714,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,9-Feb-23,551,58,48,13-Dec-22,49,8,41,0,beyond st 5,,,n,,,,,g
s40,AMP,b,S1,T4,P1,5,s40_AMP_b_S1_T4_P1_5,,14-Feb-23,576,63,51,13-Dec-22,49,8,43,0.4,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,23-Jan-23,NA,0,8,23-Jan-23,42,8,0,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,30-Jan-23,392,7,11,23-Jan-23,42,8,3,0.428571429,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,6-Feb-23,435,14,22,23-Jan-23,42,8,14,1.571428571,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,24-Feb-23,654,32,34,23-Jan-23,42,8,26,0.666666667,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,7-Mar-23,790,43,38,23-Jan-23,42,8,30,0.363636364,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,13-Mar-23,926,49,43,23-Jan-23,42,8,35,0.833333333,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,21-Mar-23,1031,57,46,23-Jan-23,42,8,38,0.375,,,,n,,,,,
s40,AMP,b,S2,T4,P1,1,s40_AMP_b_S2_T4_P1_1,,27-Mar-23,1077,63,47,23-Jan-23,42,8,39,0.166666667,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,23-Jan-23,NA,0,8,23-Jan-23,43,8,0,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,30-Jan-23,393,7,10,23-Jan-23,43,8,2,0.285714286,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,6-Feb-23,436,14,12,23-Jan-23,43,8,4,0.285714286,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,24-Feb-23,655,32,28,23-Jan-23,43,8,20,0.888888889,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,7-Mar-23,791,43,31,23-Jan-23,43,8,23,0.272727273,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,13-Mar-23,927,49,34,23-Jan-23,43,8,26,0.5,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,21-Mar-23,1032,57,44,23-Jan-23,43,8,36,1.25,,,,n,,,,,
s40,AMP,b,S2,T4,P1,2,s40_AMP_b_S2_T4_P1_2,,27-Mar-23,1078,63,47,23-Jan-23,43,8,39,0.5,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,23-Jan-23,NA,0,8,23-Jan-23,42,8,0,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,30-Jan-23,394,7,11,23-Jan-23,42,8,3,0.428571429,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,6-Feb-23,437,14,18,23-Jan-23,42,8,10,1,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,24-Feb-23,656,32,29,23-Jan-23,42,8,21,0.611111111,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,7-Mar-23,792,43,34,23-Jan-23,42,8,26,0.454545455,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,13-Mar-23,928,49,39,23-Jan-23,42,8,31,0.833333333,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,21-Mar-23,1033,57,43,23-Jan-23,42,8,35,0.5,,,,n,,,,,
s40,AMP,b,S2,T4,P1,3,s40_AMP_b_S2_T4_P1_3,,27-Mar-23,1079,63,45,23-Jan-23,42,8,37,0.333333333,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,23-Jan-23,NA,0,8,23-Jan-23,49,8,0,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,30-Jan-23,395,7,10,23-Jan-23,49,8,2,0.285714286,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,6-Feb-23,438,14,16,23-Jan-23,49,8,8,0.857142857,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,24-Feb-23,657,32,26,23-Jan-23,49,8,18,0.555555556,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,7-Mar-23,793,43,31,23-Jan-23,49,8,23,0.454545455,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,13-Mar-23,929,49,37,23-Jan-23,49,8,29,1,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,21-Mar-23,1034,57,41,23-Jan-23,49,8,33,0.5,,,,n,,,,,
s40,AMP,b,S2,T4,P1,4,s40_AMP_b_S2_T4_P1_4,,27-Mar-23,1080,63,44,23-Jan-23,49,8,36,0.5,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,23-Jan-23,NA,0,8,23-Jan-23,48,8,0,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,30-Jan-23,396,7,9,23-Jan-23,48,8,1,0.142857143,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,6-Feb-23,439,14,12,23-Jan-23,48,8,4,0.428571429,beyond st 5,,,n,,,,,g
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,24-Feb-23,658,32,15,23-Jan-23,48,8,7,0.166666667,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,7-Mar-23,794,43,15,23-Jan-23,43,8,7,0,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,13-Mar-23,930,49,17,23-Jan-23,43,8,9,0.333333333,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,21-Mar-23,1035,57,19,23-Jan-23,43,8,11,0.25,,,,n,,,,,
s40,AMP,b,S2,T4,P1,5,s40_AMP_b_S2_T4_P1_5,,27-Mar-23,1081,63,20,23-Jan-23,43,8,12,0.166666667,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,7-Mar-23,NA,0,8,7-Mar-23,45,8,0,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,14-Mar-23,975,7,12,7-Mar-23,45,8,4,0.571428571,beyond st 5,,,n,,,,,g
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,28-Mar-23,1111,21,23,7-Mar-23,43,8,15,0.785714286,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,5-Apr-23,1165,29,32,7-Mar-23,43,8,24,1.125,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,11-Apr-23,1216,35,37,7-Mar-23,43,8,29,0.833333333,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,21-Apr-23,1271,45,45,7-Mar-23,43,8,37,0.8,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,25-Apr-23,1289,49,49,7-Mar-23,43,8,41,1,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,2-May-23,1308,56,52,7-Mar-23,43,8,44,0.428571429,,,,n,,,,,
s40,AMP,b,S3,T4,P1,1,s40_AMP_b_S3_T4_P1_1,,10-May-23,1322,64,52,7-Mar-23,43,8,44,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,7-Mar-23,NA,0,8,7-Mar-23,40,8,0,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,14-Mar-23,976,7,12,7-Mar-23,40,8,4,0.571428571,beyond st 5,,,n,,,,,g
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,28-Mar-23,1112,21,25,7-Mar-23,48,8,17,0.928571429,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,5-Apr-23,1166,29,29,7-Mar-23,48,8,21,0.5,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,11-Apr-23,1217,35,33,7-Mar-23,48,8,25,0.666666667,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,21-Apr-23,1272,45,38,7-Mar-23,48,8,30,0.5,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,25-Apr-23,1290,49,43,7-Mar-23,48,8,35,1.25,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,2-May-23,1309,56,47,7-Mar-23,48,8,39,0.571428571,,,,n,,,,,
s40,AMP,b,S3,T4,P1,2,s40_AMP_b_S3_T4_P1_2,,10-May-23,1323,64,52,7-Mar-23,48,8,44,0.625,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,7-Mar-23,NA,0,8,7-Mar-23,45,8,0,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,14-Mar-23,977,7,10,7-Mar-23,45,8,2,0.285714286,beyond st 5,,,n,,,,,g
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,28-Mar-23,1113,21,23,7-Mar-23,47,8,15,0.928571429,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,5-Apr-23,1167,29,29,7-Mar-23,47,8,21,0.75,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,11-Apr-23,1218,35,32,7-Mar-23,47,8,24,0.5,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,21-Apr-23,1273,45,35,7-Mar-23,47,8,27,0.3,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,25-Apr-23,1291,49,39,7-Mar-23,47,8,31,1,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,2-May-23,1310,56,44,7-Mar-23,47,8,36,0.714285714,,,,n,,,,,
s40,AMP,b,S3,T4,P1,3,s40_AMP_b_S3_T4_P1_3,,10-May-23,1324,64,45,7-Mar-23,47,8,37,0.125,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,7-Mar-23,NA,0,8,7-Mar-23,44,8,0,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,14-Mar-23,978,7,11,7-Mar-23,44,8,3,0.428571429,beyond st 5,,,n,,,,,g
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,28-Mar-23,1114,21,24,7-Mar-23,44,8,16,0.928571429,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,5-Apr-23,1168,29,27,7-Mar-23,44,8,19,0.375,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,11-Apr-23,1219,35,29,7-Mar-23,44,8,21,0.333333333,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,21-Apr-23,1274,45,31,7-Mar-23,44,8,23,0.2,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,25-Apr-23,1292,49,33,7-Mar-23,44,8,25,0.5,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,2-May-23,1311,56,51,7-Mar-23,44,8,43,2.571428571,,,,n,,,,,
s40,AMP,b,S3,T4,P1,4,s40_AMP_b_S3_T4_P1_4,,10-May-23,1325,64,52,7-Mar-23,44,8,44,0.125,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,7-Mar-23,NA,0,8,7-Mar-23,47,8,0,0,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,14-Mar-23,979,7,13,7-Mar-23,47,8,5,0.714285714,beyond st 5,,,n,,,,,g
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,28-Mar-23,1115,21,27,7-Mar-23,46,8,19,1,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,5-Apr-23,1169,29,34,7-Mar-23,46,8,26,0.875,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,11-Apr-23,1220,35,39,7-Mar-23,46,8,31,0.833333333,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,21-Apr-23,1275,45,42,7-Mar-23,46,8,34,0.3,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,25-Apr-23,1293,49,47,7-Mar-23,46,8,39,1.25,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,2-May-23,1312,56,37,7-Mar-23,46,8,43,0.571428571,,,,n,,,,,
s40,AMP,b,S3,T4,P1,5,s40_AMP_b_S3_T4_P1_5,,10-May-23,1326,64,41,7-Mar-23,46,8,44,0.125,,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,13-Dec-22,NA,0,49,13-Dec-22,49,49,0,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,20-Dec-22,426,7,53,13-Dec-22,49,49,4,0.571428571,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,10-Jan-23,469,28,57,13-Dec-22,49,49,8,0.190476191,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,24-Jan-23,357,42,58,13-Dec-22,49,49,9,0.071428571,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,31-Jan-23,412,49,58,13-Dec-22,49,49,9,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,9-Feb-23,544,58,59,13-Dec-22,49,49,10,0.111111111,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,1,s40_CTRL_a_S1_T4_P1_1,,14-Feb-23,577,63,60,13-Dec-22,49,49,11,0.2,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,13-Dec-22,NA,0,44,13-Dec-22,44,44,0,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,20-Dec-22,427,7,49,13-Dec-22,44,44,5,0.714285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,10-Jan-23,470,28,58,13-Dec-22,44,44,14,0.428571429,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,24-Jan-23,358,42,61,13-Dec-22,44,44,17,0.214285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,31-Jan-23,413,49,61,13-Dec-22,44,44,17,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,9-Feb-23,545,58,61,13-Dec-22,44,44,17,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,2,s40_CTRL_a_S1_T4_P1_2,,14-Feb-23,578,63,61,13-Dec-22,44,44,17,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,13-Dec-22,NA,0,45,13-Dec-22,45,45,0,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,20-Dec-22,428,7,50,13-Dec-22,45,45,5,0.714285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,10-Jan-23,471,28,52,13-Dec-22,45,45,7,0.095238095,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,24-Jan-23,359,42,58,13-Dec-22,45,45,13,0.428571429,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,31-Jan-23,414,49,58,13-Dec-22,45,45,13,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,9-Feb-23,546,58,58,13-Dec-22,45,45,13,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,3,s40_CTRL_a_S1_T4_P1_3,,14-Feb-23,579,63,60,13-Dec-22,45,45,15,0.4,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,13-Dec-22,NA,0,47,13-Dec-22,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,20-Dec-22,429,7,50,13-Dec-22,47,47,3,0.428571429,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,10-Jan-23,472,28,54,13-Dec-22,47,47,7,0.190476191,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,24-Jan-23,360,42,57,13-Dec-22,47,47,10,0.214285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,31-Jan-23,415,49,57,13-Dec-22,47,47,10,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,9-Feb-23,547,58,57,13-Dec-22,47,47,10,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,4,s40_CTRL_a_S1_T4_P1_4,,14-Feb-23,580,63,60,13-Dec-22,47,47,13,0.6,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,13-Dec-22,NA,0,42,13-Dec-22,42,42,0,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,20-Dec-22,430,7,47,13-Dec-22,42,42,5,0.714285714,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,10-Jan-23,473,28,55,13-Dec-22,42,42,13,0.380952381,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,24-Jan-23,361,42,56,13-Dec-22,42,42,14,0.071428571,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,31-Jan-23,416,49,58,13-Dec-22,42,42,16,0.285714286,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,9-Feb-23,548,58,58,13-Dec-22,42,42,16,0,control,,,n,,,,,
s40,CTRL,a,S1,T4,P1,5,s40_CTRL_a_S1_T4_P1_5,,14-Feb-23,581,63,58,13-Dec-22,42,42,16,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,23-Jan-23,NA,0,43,23-Jan-23,43,43,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,30-Jan-23,402,7,45,23-Jan-23,43,43,2,0.285714286,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,6-Feb-23,440,14,48,23-Jan-23,43,43,5,0.428571429,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,24-Feb-23,659,32,50,23-Jan-23,43,43,7,0.111111111,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,7-Mar-23,795,43,51,23-Jan-23,43,43,8,0.090909091,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,13-Mar-23,931,49,52,23-Jan-23,43,43,9,0.166666667,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,21-Mar-23,1036,57,53,23-Jan-23,43,43,10,0.125,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,1,s40_CTRL_a_S2_T4_P1_1,,27-Mar-23,1082,63,56,23-Jan-23,43,43,13,0.5,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,23-Jan-23,NA,0,47,23-Jan-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,30-Jan-23,403,7,47,23-Jan-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,6-Feb-23,441,14,47,23-Jan-23,47,47,0,0,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,24-Feb-23,660,32,49,23-Jan-23,47,47,2,0.111111111,control,,,n,,,,,
s40,CTRL,a,S2,T4,P1,2,s40_CTRL_a_S2_T4_P1_2,,7-Mar-23,796,43,51,23-Jan-23,47,47,4,0.181818182,control,,,n,,,,,
