Segment group,Treatment,Index,Set,Timepoint,Plate,Well,Worm ID,Err,Date,Snap,DPA,Segments,Originally cut,Original segments,Starting segments,Segments added,Rate,Stage of blastema,Date of death,Days surviving,Death,Stage of death,Sex,Notes,Folder,Stage of blastema letter
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,14-Mar-23,1014,7,61,7-Mar-23,60,60,1,0.142857143,control,11-Apr,35,y,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,21-Mar-23,1050,14,62,7-Mar-23,60,60,2,0.142857143,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,28-Mar-23,1123,21,62,7-Mar-23,60,60,2,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,6-Apr-23,1186,30,63,7-Mar-23,60,60,3,0.111111111,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,11-Apr-23,1223,35,63,7-Mar-23,60,60,3,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,21-Apr-23,1257,45,63,7-Mar-23,60,60,3,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,25-Apr-23,1287,49,65,7-Mar-23,60,60,5,0.5,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,2-May-23,1306,56,65,7-Mar-23,60,60,5,0,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,4,s60_CTRL_c_S3_T4_P1_4,,10-May-23,1339,64,67,7-Mar-23,60,60,7,0.25,control,,,n,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,7-Mar-23,NA,0,60,7-Mar-23,60,60,0,0,control,21-Apr-23,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,14-Mar-23,1015,7,60,7-Mar-23,60,60,0,0,control,21-Apr-23,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,21-Mar-23,1051,14,60,7-Mar-23,60,60,0,0,control,21-Apr-23,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,28-Mar-23,1124,21,61,7-Mar-23,60,60,1,0.142857143,control,21-Apr-23,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,6-Apr-23,1187,30,61,7-Mar-23,60,60,1,0,control,21-Apr-23,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,11-Apr-23,1224,35,62,7-Mar-23,60,60,2,0.2,control,21-Apr-23,45,y,,,,,
s60,CTRL,c,S3,T4,P1,5,s60_CTRL_c_S3_T4_P1_5,,21-Apr-23,1258,45,62,7-Mar-23,60,60,2,0,control,21-Apr-23,45,y,,Male,Matured,,
